72,PD-50003-06,This collection consists of recordings made by Dra. Lastra from 1959 to the present day of Mesoamerican languages in the Nahuatl and Otomí language families.,The Archive of the Indigenous Languages of Latin America at the University of Texas at Austin,Joel Sherzer,Yolanda Lastra MesoAmerican Languages Collection,http://www.ailla.utexas.org,AILLA is a digital archive of recordings and texts in and about the indigenous languages of Latin America.,,,2010
73,PD-50003-06,This collection consists of recordings made by Dra. Cervantes from 1986 to 2006 of the Bribri language of Costa Rica. Dra. Cervantes' Masters Thesis is also included.,The Archive of the Indigenous Languages of Latin America at the University of Texas at Austin,"Joel Sherzer, Anthony C. Woodbury",Laura Cervantes Costa Rican Languages Collection,http://www.ailla.utexas.org/site/welcome.html,AILLA is a digital archive of recordings and texts in and about the indigenous languages of Latin America.,,,2010
74,PD-50003-06,This collection consists of audio and video recordings made by Dr. Hopkins from 1964 to 2002 of the Mexican Mayan languages Chuj and Chol. Dr. Hopkins' dissertation and many transcriptions and translations are also included.,The Archive of the Indigenous Languages of Latin America at the University of Texas at Austin,Joel Sherzer,Nicholas Hopkins Mayan Languages Collection,http://www.ailla.utexas.org,AILLA is a digital archive of recordings and texts in and about the indigenous languages of Latin America.,,,2010
75,PD-50003-06,"This collection consists of audio recordings, transcriptions, translations and other field notes and articles created by Dr. Martin from 1973 to the present of the Mayan languages Q'anjob'al and Mocho.",The Archive of the Indigenous Languages of Latin America at the University of Texas at Austin,Joel Sherzer,Laura Martin Mayan Languages Collection,http://www.ailla.utexas.org,AILLA is a digital archive of recordings and texts in and about the indigenous languages of Latin America.,,,2010
91,PD-50003-06,"The Hill collection includes recordings in the Nahuatl of Tlaxcala and Cupeño, among others. There are over 100 recordings in the collection, many of which are accompanied by transcriptions and translations.",The Archive of the Indigenous Languages of Latin America at the University of Texas at Austin,Joel Sherzer,Jane and Kenneth Hill Nahuatl Collection,http://www.ailla.utexas.org,"Welcome to AILLA AILLA is a digital archive of recordings and texts in and about the indigenous languages of Latin America. ",,,2009
92,PD-50003-06,"This collection includes audio recordings, transcriptions, translations and field notes, created in the 1970's and 1980's.",The Archive of the Indigenous Languages of Latin America at the University of Texas at Austin,Joel Sherzer,Kathryn Josserand Mesoamerican Languages Collection,http://www.ailla.utexas.org,,,,2009
93,PD-50003-06,A large and eclectic collection of recordings made in the 1960's.,The Archive of the Indigenous Languages of Latin America at the University of Texas at Austin,Joel Sherzer,Edward and Mary Moser Seri Language Collection,http://www.ailla.utexas.org,,,,2009
94,PD-50003-06,"The Ch'orti' materials that form the bulk of this fine collection consist of several hundred recordings made between 1964 and 1967 in Guatemala, field notes and photographs. There are also recordings, notes, and photographs for Chol and Chontal of Tabasco. All of these materials were digitized by Dr. Fought with the support of a grant from the National Science Foundation program for Documenting Endangered Languages.",The Archive of the Indigenous Languages of Latin America at the University of Texas at Austin,Joel Sherzer,John Fought Mayan Languages Collection,http://www.ailla.utexas.org,,,,2009
95,PD-50003-06,"Recordings in Tzotzil, Yucateco and other Mayan languages, many with transcriptions and translations, from the 1960's and 1970's.",The Archive of the Indigenous Languages of Latin America at the University of Texas at Austin,Joel Sherzer,Victoria Bricker Mayan Languages Collection,http://www.ailla.utexas.org,,,,2008
96,PD-50003-06,"These audio recordings, of exceptionally high quality, are accompanied by transcriptions and translations into English.",,Joel Sherzer,John McDowell Colombian Languages Collection,http://www.ailla.utexas.org,,,,2008
97,PD-50003-06,"This collection includes audio recordings, transcriptions, translations and field notes, created in the 1970's and 1980's.",,Joel Sherzer,Janet Chernela Tucanoan Languages Collection,http://www.ailla.utexas.org,,,,2008
98,PD-50003-06,"This collection was developed over decades of research in the indigenous languages of Venezuela. There are audio recordings in several languages and a range of discourse genres, including word lists, poetry, chants, songs, conversations and narratives.",The Archive of the Indigenous Languages of Latin America at the University of Texas at Austin,Joel Sherzer,Marie-Claude Mattei  Müller Venezuelan Languages Collection,http://www.ailla.utexas.org,,,,2007
99,PD-50003-06,"This collection includes audio recordings, transcriptions, translations and field notes, created from the 1960's to the 1990's.",The Archive of the Indigenous Languages of Latin America at the University of Texas at Austin,Joel Sherzer,Ellen Basso Kalapalo Collection,http://www.ailla.utexas.org,,,,2007
100,PD-50003-06,"This collection includes audio recordings, transcriptions, translations and field notes, created in the 1980's.",The Archive of the Indigenous Languages of Latin America at the University of Texas at Austin,Joel Sherzer,Jonathan Hill Curripaco Collection,http://www.ailla.utexas.org,,,,2007
101,PD-50003-06,This large collection contains all of the recordings made by Prof. Bucca in the course of his many decades of research into the indigenous languages of Argentina.,,Joel Sherzer,Salvador Bucca Argentinian Languages Collection,http://www.ailla.utexas.org,The Archive of the Indigenous Languages of Latin America at the University of Texas at Austin,,,2006
102,PD-50003-06,This collection consists of audio recordings in a wide range of discourse genres.,The Archive of the Indigenous Languages of Latin America at the University of Texas at Austin,Joel Sherzer,Lucía Golluscio Argentinian Languages Collection,http://www.ailla.utexas.org,,,,2006
103,PD-50003-06,This is a large collection of video and audio recordings created from the 1970's to the present decade.,The Archive of the Indigenous Languages of Latin America at the University of Texas at Austin,Joel Sherzer,John Haviland Tzotzil Collection,http://www.ailla.utexas.org,,,,2010
104,PD-50003-06,"This large collection of audio recordings frm the 1960's includes songs, myths, Wayamó trade talk, narratives and Brazilian National Museum word list elicitations for many Amazonian languages, some of which are now extinct. There are also recordings in several languages of Panama., This is a large collection of audio recordings of many languages made in the 1960's.",The Archive of the Indigenous Languages of Latin America at the University of Texas at Austin,Joel Sherzer,Ernest Migliazza Amazonian Languages,http://www.ailla.utexas.org,,,,2006
105,PD-50003-06,This collection contains audio recordings in a wide range of genres; photographs; pedagogical materials for teaching the Rama language; and articles by Prof. Grinevald.,The Archive of the Indigenous Languages of Latin America at the University of Texas at Austin,Joel Sherzer,Colette Grinevald Rama Language and Culture Project Collection,http://www.ailla.utexas.org,,,,2006
106,PD-50003-06,"This collection includes photographs, audio recordings, transcriptions, translations and field notes, created in the 1960's and 1970's.",The Archive of the Indigenous Languages of Latin America at the University of Texas at Austin,Joel Sherzer,"Arthur P. Sorensen, Jr. Amazonian Languages Collection",http://www.ailla.utexas.org,,,,2010
107,PD-50003-06,"This collection consists of audio recordings, photographs, annotations, and analyses of a wide range of discourse genres in all the Chatino languages; and datasets, analyses, and pedagogical materials on the languages themselves.",The Archive of the Indigenous Languages of Latin America at the University of Texas at Austin,Joel Sherzer,Chatino Language Documentation Project Collection,http://www.ailla.utexas.org,,,,2011
108,PD-50003-06,"This collection includes audio recordings, transcriptions, translations and field notes, created in the 1990's.",The Archive of the Indigenous Languages of Latin America at the University of Texas at Austin,Joel Sherzer,Alan R. and Pamela Effrein Sandstrom Nahuatl Collection,http://www.ailla.utexas.org,,,,2010
109,PD-50003-06,"This collection includes audio and video recordings, transcriptions, translations and field notes, created from the 1980's to the present.",The Archive of the Indigenous Languages of Latin America at the University of Texas at Austin,Joel Sherzer,Rosaleen Howard Quechua Languages Collection,http://www.ailla.utexas.edu,,,,2011
494,HD-51110-10,"The Petrarch Open Book Project has enriched access to several Petrarch texts, including Ettore Modigliani's edition of the Rerum Vulgarium Fragmenta; the commentary by Alessandro Vellutello (1525); the French translation by Vasquin Philieul (16th century), the Incunabulum Queriniano G V 15; and the Cod. Queriniano D II 21.  Wherever possible, the texts were made keyword searchable through optical character recognition.  The poems of each manuscript have been identified and matched with the corresponding poem in the Canzoniere.  All of these texts have been made available for anyone to access and use for research. The metadata is also available via the Open Archives Initiative Protocol for Metadata Harvesting, making the texts available to be re-used in other projects.",,"Karen Estlund, Head of Digital Library Services at the University of Oregon",OREGON DIGITAL: UNIQUE DIGITAL COLLECTION FROM OSU AND UO LIBRARIES,https://oregondigital.org/cdm4/browse.php?CISOROOT=/petrarch,"Digital Library Services at the University of Oregon, is responsible for the creation of the digital repository associated with the OPOB.",,,2011
563,CH-50528-08,"This was a large donation of the library of Machteld J. Mellink, courtesy Bryn Mawr College.  ARIT has accessioned approximately 3,000 volumes including 2,600 monographs and 400 journal volumes.  In addition there is a large collection of annotated offprints.  Duplicates in the collection are used for trade and sale to enhance library collection and benefit library collections at Turkish institutions.","American Research Institute in Turkey, Ankara Temsilcilik Sehit Ersan 24/9 Cankaya Ankara Turkey ","ARIT Ankara Director, Dr. Elif Denel (9/2009 - present), ARIT Ankara Director, Dr.  Bahadir Yildirm, 2002-2009",Machteld J. Mellink Collection in Near Eastern and  Anatolian Archaeology,http://www.dlir.org/projects.html,"The web link provides access to the union catalog of the Digital Library for International Research (DLIR) which incorporates access to ARIT Ankara library holdings.  ",,,2007
568,CH-50528-08,"The American Board of Missions donated its library collection to the ARIT Istanbul Library.  The library consists of c. 1300 books and 1000 journals.  95% of the books are in English, and they are a valuable collection of often rare books from the 19th and 20th centuries on the Ottoman world, Islam, and Christian missions.  There is a collection of more than 725 pamphlets.  And there are c. 300 books and journals published by the American Board itself, in the various languages of the Ottoman Empire.","American Research Institute in Turkey, Istanbul Temsilcilik Uvez Sokak no. 5 Arnavutkoy Istanbul Ankara ","ARIT Istanbul director, Dr. Antony Greenwood","American Board of Missions library collection ",http://www.dlir.org/projects.html,"The web link provides access to the union catalog of the Digital Library for International Research (DLIR) which incorporates access to the ARIT Istanbul Library holdings.  ",,,2010
722,RZ-20812-02,"The Azoria Project Archive is a collection of original documents and publications generated from fieldwork and research of the Azoria Project, an excavation of the Department of Classics and the Research Laboratories of Archaeology at the University of North Carolina at Chapel Hill. Azoria is an Early Iron Age and Archaic site in eastern Crete, originally explored by Harriet Boyd Hawes for the American School of Classical Studies at Athens in 1900. Subsequent work at the site (the Azoria Project) has been conducted annually since 2001, including phases of topographical survey (2001); excavation (2002-2006); site conservation (2003-2008); and study and publication (2007-2012). The documents in this collection comprise an archive of original field notes, excavation notebooks, stratigraphic sections, manuscript drafts, artifact catalogs, and illustrations (plans, drawings, maps, and photographs) produced by this research project.","Carolina Digital Repository Electronic Records University Archives and Records Management Services Wilson Library, CB #3926 University of North Carolina at Chapel Hill Chapel Hill, NC 27514-8890",Donald C. Haggis,Azoria Project Archive,https://cdr.lib.unc.edu/record?id=uuid%3a1add9fbc-f5c4-49a8-848e-96a52e3ade9c,"The Carolina Digital Repository (CDR) is a digital archives for materials produced by members of the University of North Carolina at Chapel Hill community. The main goal of the CDR is to keep UNC digital scholarly output safe and accessible for as long as needed. It also serves as a repository of historical materials that broadly support the University's academic mission. More specifically, the CDR aims to acquire UNC digital material, ensure it is accessible, searchable and safe from alteration.",https://cdr.lib.unc.edu/,"The Carolina Digital Repository (CDR) safeguards and provides access to the scholarly work and research files produced or collected by faculty, students and staff at the University of North Carolina at Chapel Hill. ",2011
17423,AK-255315-17,Collection of our faculty fellows' learning materials for interdisciplinary courses in the environmental humanities,,Jordan P. Howell,Open Educational Resources relating to Environmental Humanities,https://rdw.rowan.edu/oer/,,,,2020
